117352	855698	1393	3761	20045	342
127206	923990	1727	4539	23018	451
20865	50009	360	1571	2780	64
23600	58952	340	1677	3230	52
24648	58698	357	2187	3476	49
22715	52623	361	2048	3195	54
24847	59165	421	1926	3629	33
32241	67062	533	1688	6070	67
37490	82966	662	2035	6598	66
16279	50307	129	353	1717	14
19362	56476	154	514	2554	19
21199	65959	165	623	2384	17
20796	68305	251	483	1699	28
13640	40619	90	323	1520	15
19339	57077	115	1858	2248	18
16328	54327	121	202	1455	15
4787	507	840	577	48	24
466	711	23	72	1	30
25770	23316	705	12736	3483	389
29147	28228	764	14630	3810	439
28436	24311	669	18888	2976	387
20626	17054	481	14567	1780	371
20562	19161	565	13213	1696	331
25125	30152	681	9061	3419	396
28635	30539	799	8946	4740	390
373	636	25	4	25	7
4001	8485	112	19	498	96
4114	6636	201	21	711	20
144	50	3	143	3	5
182	110	4	162	2	8
207	129	8	142	4	6
161	181	3	145	1	2
155	101	6	115	2	6
3167	10190	49	89	75	136
412	560	13	77	36	10
1609	2882	38	472	105	16
1760	3723	42	282	134	6
3063	5624	63	297	424	32
1555	2892	24	290	120	18
2560	5047	37	234	351	11
5293	8776	154	477	952	33
5399	9374	184	664	788	38
9886	6151	100	12331	227	178
13054	12431	242	12225	744	133
18324	19665	350	14551	1627	149
16200	16315	265	14784	1110	159
13303	13492	175	12151	897	165
15928	27771	304	7899	1100	346
12079	15037	207	8942	822	164
2799	4516	39	123	499	10
3071	5037	50	147	547	10
4197	7308	46	231	824	10
3169	6223	43	164	516	4
2258	4307	21	110	330	4
4592	7762	69	124	974	12
3369	6071	49	111	602	7
10267	970	694	6079	175	802
9950	873	660	6050	155	779
12323	809	810	7475	212	972
11625	1659	812	6132	194	926
13060	987	906	7090	208	1089
15284	1486	840	11752	355	1062
9648	2078	645	4823	255	749
11	0	1	4	0	1
1440	436	154	103	71	79
3165	2213	349	200	149	71
5313	4660	570	222	350	62
4406	4327	424	163	335	49
2174	2260	13	30	1	114
2461	2047	14	49	16	179
2475	2638	11	47	0	149
2324	2618	11	59	8	106
2152	2362	14	76	11	132
4027	4105	19	81	14	359
4900	5954	24	78	24	284
14	2	0	0	0	2
16	16	0	0	0	2
14	6	0	0	1	1
136	39	23	0	1	0
149	92	17	0	3	1
2015	1865	64	3	299	118
1502	1956	30	3	205	54
2258	303	417	37	15	15
3146	4007	339	100	145	54
4974	8521	426	52	332	65
3787	7077	234	45	439	22
3677	476	334	2863	76	49
3540	642	320	2777	70	41
3572	523	257	3001	187	48
3419	621	243	2821	167	55
